Debit,Credit,payment_type_imps,payment_type_neft,payment_type_pos,payment_type_upi,category_food,category_medical,category_others,category_recharge,category_salary,category_shopping,category_travel
0.0025697530649573578,0.0,0,1,0,0,0,1,0,0,0,0,0
0.0038412180463009726,0.0,0,0,1,0,0,1,0,0,0,0,0
0.004855676241182609,0.0,0,0,1,0,0,0,0,0,0,1,0
0.0036551714458122144,0.0,0,0,0,1,0,0,0,0,0,0,1
0.005560860050480187,0.0,1,0,0,0,0,1,0,0,0,0,0
0.006180993675121168,0.0,0,0,1,0,1,0,0,0,0,0,0
0.0,0.14743929328525587,0,1,0,0,0,0,0,0,1,0,0
0.0,0.1897756279227741,0,1,0,0,0,0,0,0,1,0,0
0.004998443315669345,0.0,0,0,1,0,0,0,0,0,0,1,0
0.00028807425659435544,0.0,0,0,0,1,0,0,0,1,0,0,0
0.003274904308772616,0.0,0,1,0,0,1,0,0,0,0,0,0
0.001743545068201401,0.0,0,0,0,1,0,0,0,0,0,1,0
0.0016528827654251534,0.0,0,1,0,0,0,0,0,0,0,1,0
0.0019910970096300796,0.0,0,0,0,1,1,0,0,0,0,0,0
0.00325283576692107,0.0,0,0,1,0,0,0,0,1,0,0,0
0.0,0.2118994333457697,0,1,0,0,0,0,0,0,1,0,0
0.0053960244341419075,0.0,0,1,0,0,0,0,0,0,0,1,0
0.018941018060588535,0.0,1,0,0,0,0,0,0,1,0,0,0
0.003916954503014321,0.0,1,0,0,0,0,0,0,0,0,0,1
0.005069664025501117,0.0,0,1,0,0,0,0,0,0,0,1,0
0.003431175203260985,0.0,0,0,1,0,0,0,0,0,0,0,1
0.010022005473367453,0.0,0,0,1,0,0,0,0,0,0,1,0
0.0074201862634866,0.0,0,0,1,0,0,0,0,0,0,1,0
0.00201472869463294,0.0,0,0,0,1,0,0,0,0,0,0,1
0.0058670407152439374,0.0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.22871866398033142,0,1,0,0,0,0,0,0,1,0,0
0.0024726753621642566,0.0,0,0,1,0,0,0,0,0,0,0,1
0.0,0.15907927871882457,0,1,0,0,0,0,0,0,1,0,0
0.0032760983764576483,0.0,1,0,0,0,0,0,0,1,0,0,0
0.0056009047385718515,0.0,1,0,0,0,0,1,0,0,0,0,0
0.0046396476866387764,0.0,1,0,0,0,0,0,0,0,0,0,1
0.004490139557311997,0.0,1,0,0,0,1,0,0,0,0,0,0
0.00471285489089201,0.0,0,0,1,0,0,0,0,0,0,1,0
0.0024894682958801154,0.0,1,0,0,0,0,0,0,0,0,0,1
0.000936442154405956,0.0,1,0,0,0,0,0,0,1,0,0,0
0.0,0.11952369430265013,0,1,0,0,0,0,0,0,1,0,0
0.006068273685654148,0.0,0,0,0,1,0,0,0,0,0,1,0
0.001313984646091527,0.0,0,1,0,0,0,0,0,0,0,1,0
0.0,0.09473663514653653,0,1,0,0,0,0,0,0,1,0,0
0.0023416752819554734,0.0,0,0,0,1,0,0,0,0,0,1,0
0.00410728889200842,0.0,1,0,0,0,1,0,0,0,0,0,0
0.009340051708124134,0.0,0,0,1,0,0,0,1,0,0,0,0
0.007258900284721096,0.0,1,0,0,0,0,0,0,0,0,0,1
0.005454392633618426,0.0,0,0,1,0,1,0,0,0,0,0,0
0.007899658714830811,0.0,0,0,0,1,0,0,0,0,0,1,0
0.00706131464833062,0.0,0,1,0,0,0,0,0,0,0,1,0
0.0,0.06802733344304894,0,1,0,0,0,0,0,0,1,0,0
0.0015236303661008263,0.0,0,1,0,0,1,0,0,0,0,0,0
0.0029955576014397676,0.0,0,0,0,1,1,0,0,0,0,0,0
0.0,0.11713459904205897,0,1,0,0,0,0,0,0,1,0,0
0.009804348644707665,0.0,0,1,0,0,1,0,0,0,0,0,0
0.005588757813666844,0.0,0,0,1,0,0,0,0,0,0,1,0
0.013778401293388063,0.0,0,0,0,1,0,0,0,0,0,0,1
0.005238027569090628,0.0,0,0,0,1,0,0,1,0,0,0,0
0.012849644592809403,0.0,0,1,0,0,1,0,0,0,0,0,0
0.0,0.15017617815099538,0,1,0,0,0,0,0,0,1,0,0
0.01187742382849558,0.0,0,0,0,1,0,0,0,0,0,0,1
0.02294498753235937,0.0,0,1,0,0,0,0,0,0,0,1,0
0.002744532008563723,0.0,0,0,1,0,0,0,1,0,0,0,0
0.004944580007913629,0.0,0,0,0,1,0,0,0,0,0,0,1
0.0,0.1779883802239624,0,1,0,0,0,0,0,0,1,0,0
0.005974680489469185,0.0,0,0,1,0,0,1,0,0,0,0,0
0.003484104967190222,0.0,0,1,0,0,1,0,0,0,0,0,0
0.0009366918231037354,0.0,1,0,0,0,0,0,0,0,0,1,0
0.004021088060309883,0.0,0,0,1,0,0,0,0,0,0,0,1
0.009984717996112134,0.0,1,0,0,0,1,0,0,0,0,0,0
0.0032638428999449106,0.0,1,0,0,0,0,0,0,1,0,0,0
0.003147801231281347,0.0,1,0,0,0,0,0,0,0,0,1,0
0.005202650600131362,0.0,0,1,0,0,1,0,0,0,0,0,0
0.008119540851449067,0.0,1,0,0,0,0,0,0,0,0,1,0
0.007109934913432968,0.0,0,0,1,0,0,0,0,0,0,1,0
0.012084410034115489,0.0,0,0,0,1,0,0,1,0,0,0,0
0.006693715483913134,0.0,0,0,0,1,0,0,0,0,0,0,1
0.006439465908287503,0.0,1,0,0,0,0,0,0,0,0,0,1
0.0,0.10326061371235716,0,1,0,0,0,0,0,0,1,0,0
0.0013986549001210684,0.0,0,0,1,0,0,0,0,0,0,0,1
0.009985032795774553,0.0,1,0,0,0,0,0,0,0,0,1,0
0.0035132510738657753,0.0,1,0,0,0,0,0,1,0,0,0,0
0.00999376034503606,0.0,0,1,0,0,0,0,0,0,0,1,0
0.00855172822246601,0.0,0,0,1,0,0,0,0,0,0,1,0
0.007835255045964494,0.0,0,1,0,0,0,0,1,0,0,0,0
0.006610814621089594,0.0,0,0,0,1,1,0,0,0,0,0,0
0.009670515367537127,0.0,0,1,0,0,0,1,0,0,0,0,0
0.0,0.1196975891052243,0,1,0,0,0,0,0,0,1,0,0
0.006785430737284364,0.0,0,1,0,0,1,0,0,0,0,0,0
0.001357654957881379,0.0,0,0,0,1,0,0,0,0,0,1,0
0.005418863692408338,0.0,1,0,0,0,0,0,0,0,0,0,1
0.006778157779566443,0.0,0,0,1,0,0,0,0,1,0,0,0
0.0,0.1104529654116188,0,1,0,0,0,0,0,0,1,0,0
5.427580386509071e-05,0.0,0,0,0,1,0,0,0,0,0,1,0
0.019363164407890435,0.0,0,0,1,0,0,0,0,0,0,1,0
0.0014181073482263172,0.0,0,1,0,0,1,0,0,0,0,0,0
0.01808672776291278,0.0,1,0,0,0,0,0,1,0,0,0,0
0.007554486312570381,0.0,0,0,0,1,0,0,0,0,0,1,0
0.004089486428340671,0.0,0,0,1,0,0,0,0,0,0,1,0
0.0,0.09977488456165859,0,1,0,0,0,0,0,0,1,0,0
0.004565148718253553,0.0,0,1,0,0,1,0,0,0,0,0,0
0.001591605382861466,0.0,0,0,1,0,1,0,0,0,0,0,0
0.005381120298400553,0.0,0,0,1,0,0,1,0,0,0,0,0
0.004355003660848694,0.0,0,0,1,0,0,0,0,0,0,1,0
0.0054746592187816506,0.0,0,0,1,0,0,0,0,1,0,0,0
0.007155721981573559,0.0,0,0,1,0,0,0,0,0,0,1,0
0.009236048412757849,0.0,0,1,0,0,0,0,1,0,0,0,0
0.0025694925410988056,0.0,1,0,0,0,1,0,0,0,0,0,0
0.0014964273332036429,0.0,0,0,0,1,0,0,0,0,0,0,1
0.004585274186326729,0.0,0,0,1,0,1,0,0,0,0,0,0
0.0026332340451579676,0.0,0,0,0,1,0,0,0,1,0,0,0
0.0032596636630472984,0.0,0,1,0,0,0,0,0,1,0,0,0
0.0023490459361203524,0.0,0,0,1,0,0,0,0,0,0,1,0
0.005704007055593977,0.0,1,0,0,0,0,0,0,0,0,1,0
5.427580386509071e-05,0.0,1,0,0,0,0,0,1,0,0,0,0
0.0016021891646151587,0.0,0,1,0,0,0,0,0,0,0,0,1
0.0016506683126274579,0.0,0,1,0,0,0,0,0,0,0,1,0
0.004933160378780413,0.0,0,1,0,0,0,0,0,0,0,1,0
6.098429322281592e-05,0.0,0,0,0,1,0,0,0,0,0,1,0
0.0069352428111127875,0.0,0,1,0,0,0,0,0,0,0,1,0
0.0,0.18223548661836414,0,1,0,0,0,0,0,0,1,0,0
0.0035222717124681535,0.0,1,0,0,0,0,0,0,0,0,0,1
0.009535444602038461,0.0,1,0,0,0,0,0,0,0,0,0,1
0.004657634688039667,0.0,0,0,1,0,0,0,0,0,0,1,0
0.0004131474190210705,0.0,0,1,0,0,0,1,0,0,0,0,0
0.0021623805914675327,0.0,0,1,0,0,0,0,0,0,0,1,0
0.0,0.11028847032810268,0,1,0,0,0,0,0,0,1,0,0
0.003521435865088631,0.0,0,1,0,0,0,1,0,0,0,0,0
0.0016344615575933415,0.0,0,1,0,0,1,0,0,0,0,0,0
0.0011608617482273332,0.0,1,0,0,0,0,0,0,1,0,0,0
0.0,0.19244358151542115,0,1,0,0,0,0,0,0,1,0,0
0.01530106555018009,0.0,0,1,0,0,0,0,0,0,0,0,1
0.002961700354988724,0.0,0,0,0,1,0,0,0,0,0,1,0
0.0002892466139578414,0.0,0,0,0,1,0,0,0,0,0,1,0
0.00810944555193016,0.0,0,0,1,0,0,0,0,0,0,0,1
0.0017134654176993677,0.0,0,0,0,1,1,0,0,0,0,0,0
0.011046255023266354,0.0,0,1,0,0,0,1,0,0,0,0,0
0.0028564161506512207,0.0,0,1,0,0,0,0,0,0,0,1,0
0.0003540193582904406,0.0,0,1,0,0,0,0,0,0,0,0,1
0.005294506970592641,0.0,0,0,0,1,0,0,0,0,0,1,0
0.009112853193144865,0.0,0,0,1,0,1,0,0,0,0,0,0
0.011542802642506522,0.0,0,0,1,0,0,1,0,0,0,0,0
0.0018947900232518626,0.0,0,1,0,0,1,0,0,0,0,0,0
0.001761445228316108,0.0,0,1,0,0,1,0,0,0,0,0,0
0.019104420795704773,0.0,0,0,1,0,0,0,0,1,0,0,0
0.0023499577696252864,0.0,0,1,0,0,0,0,0,0,0,1,0
0.020494152753670423,0.0,0,0,0,1,0,0,0,0,0,0,1
0.0,0.07733462193037487,0,1,0,0,0,0,0,0,1,0,0
0.0,0.21656482723825524,0,1,0,0,0,0,0,0,1,0,0
0.008549340087095948,0.0,1,0,0,0,0,0,0,0,0,1,0
0.008036108085747649,0.0,0,0,0,1,0,0,1,0,0,0,0
0.005539746762776667,0.0,0,0,1,0,1,0,0,0,0,0,0
0.0,0.1104529654116188,0,1,0,0,0,0,0,0,1,0,0
0.0036476596745572865,0.0,0,0,0,1,0,0,0,0,0,0,1
0.007392310210621489,0.0,1,0,0,0,0,0,0,0,0,0,1
0.01845819136456546,0.0,0,0,0,1,0,0,0,0,0,1,0
0.0,0.223185362694818,0,1,0,0,0,0,0,0,1,0,0
0.00689579515686364,0.0,0,0,1,0,0,0,0,0,0,0,1
0.009117206112614844,0.0,0,0,1,0,0,0,0,0,0,1,0
0.0063141864978061004,0.0,0,1,0,0,0,0,0,0,0,1,0
0.0031051295942826126,0.0,0,0,1,0,0,0,0,1,0,0,0
0.004701587234009617,0.0,0,1,0,0,0,1,0,0,0,0,0
0.0036971483525214755,0.0,0,0,1,0,0,0,0,0,0,1,0
0.0020351038314038953,0.0,1,0,0,0,0,0,0,0,0,0,1
0.0,0.15582697592473457,0,1,0,0,0,0,0,0,1,0,0
0.0014961342438627714,0.0,0,0,1,0,0,0,0,0,0,1,0
0.006835787828110396,0.0,1,0,0,0,0,0,0,0,0,1,0
0.02675567001140584,0.0,0,0,1,0,0,0,0,0,0,0,1
0.0050784675608880345,0.0,0,0,1,0,0,0,0,0,0,1,0
0.009759060913962635,0.0,1,0,0,0,0,0,1,0,0,0,0
0.0019790803466543487,0.0,0,1,0,0,0,0,0,0,0,0,1
0.007754970276887253,0.0,0,0,0,1,0,1,0,0,0,0,0
0.005550829881925919,0.0,0,0,1,0,0,0,0,0,0,1,0
0.0,0.22871866398033142,0,1,0,0,0,0,0,0,1,0,0
0.000921429467056872,0.0,0,1,0,0,0,0,0,0,0,1,0
0.007168791595144272,0.0,0,0,1,0,0,0,0,1,0,0,0
0.011421778455048142,0.0,0,0,0,1,0,0,0,0,0,0,1
0.002907294289194357,0.0,0,0,1,0,0,0,0,0,0,0,1
0.006414792127850432,0.0,0,1,0,0,0,0,0,0,0,1,0
0.0,0.11713459904205897,0,1,0,0,0,0,0,0,1,0,0
0.0006034818080151706,0.0,0,1,0,0,0,0,0,0,0,1,0
0.0,0.11072085740477361,0,1,0,0,0,0,0,0,1,0,0
0.008147178090777172,0.0,1,0,0,0,1,0,0,0,0,0,0
0.010035585279494498,0.0,0,0,1,0,0,0,0,1,0,0,0
0.004028274176741621,0.0,1,0,0,0,0,0,0,0,0,0,1
5.427580386509071e-05,0.0,1,0,0,0,0,0,0,0,0,1,0
0.0028291262764678533,0.0,0,1,0,0,0,0,0,0,0,1,0
0.0072785806912025785,0.0,0,0,1,0,0,0,0,0,0,0,1
0.0016901376771981517,0.0,0,0,1,0,0,0,0,0,0,1,0
0.005319810350354547,0.0,0,1,0,0,0,0,0,0,0,0,1
0.005696147919194312,0.0,0,0,1,0,0,0,0,0,0,1,0
0.008259311901562448,0.0,0,0,0,1,1,0,0,0,0,0,0
0.0031380858623894954,0.0,0,0,1,0,0,0,0,1,0,0,0
0.007216934233172608,0.0,0,0,0,1,1,0,0,0,0,0,0
0.0021075945950461104,0.0,1,0,0,0,0,0,0,0,0,0,1
0.005503045464203093,0.0,0,0,1,0,0,0,0,0,0,1,0
0.0018939650310331132,0.0,0,0,1,0,0,0,0,0,0,1,0
0.01035277307728209,0.0,0,1,0,0,0,0,0,0,0,0,1
0.008917764243732182,0.0,0,1,0,0,1,0,0,0,0,0,0
0.009401893559048018,0.0,1,0,0,0,0,0,0,0,0,1,0
0.005596291295243319,0.0,0,1,0,0,0,1,0,0,0,0,0
0.005588258476271286,0.0,1,0,0,0,0,0,0,0,0,0,1
0.0033233183258202775,0.0,0,0,1,0,0,0,0,0,0,1,0
0.007771535252226878,0.0,1,0,0,0,0,0,0,0,0,1,0
0.007981886557686424,0.0,0,0,0,1,1,0,0,0,0,0,0
0.009492653558271223,0.0,0,0,0,1,0,0,0,0,0,0,1
0.0027315383811184197,0.0,1,0,0,0,0,0,0,0,0,1,0
0.0014126580575182619,0.0,0,0,1,0,0,0,0,0,0,0,1
0.010097752785241575,0.0,0,1,0,0,1,0,0,0,0,0,0
0.0014478396335836136,0.0,1,0,0,0,0,0,1,0,0,0,0
0.00944071161397233,0.0,1,0,0,0,1,0,0,0,0,0,0
0.0,0.06802733344304894,0,1,0,0,0,0,0,0,1,0,0
0.00562528542966805,0.0,1,0,0,0,0,0,0,1,0,0,0
0.004736812230718061,0.0,0,0,1,0,0,0,1,0,0,0,0
0.008073471549128377,0.0,1,0,0,0,0,0,0,0,0,0,1
0.0008112495852107378,0.0,1,0,0,0,0,0,1,0,0,0,0
0.009572753789615324,0.0,0,0,1,0,0,0,0,0,0,1,0
0.008519368988201645,0.0,0,0,1,0,0,0,0,0,0,1,0
0.0026956837850851414,0.0,0,1,0,0,0,0,0,0,0,1,0
0.007646418669157071,0.0,0,0,1,0,0,0,0,0,0,1,0
0.00330829478331042,0.0,1,0,0,0,0,0,0,0,0,1,0
0.0049910183857006,0.0,1,0,0,0,0,0,1,0,0,0,0
0.006647711312557083,0.0,1,0,0,0,0,0,0,0,0,0,1
0.013353400038802856,0.0,0,1,0,0,0,0,0,0,0,1,0
0.010387422750469564,0.0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.11028847032810268,0,1,0,0,0,0,0,0,1,0,0
0.0,0.1779883802239624,0,1,0,0,0,0,0,0,1,0,0
0.005765848906517862,0.0,0,1,0,0,0,0,0,0,0,1,0
0.008933808171354704,0.0,0,1,0,0,0,0,0,0,0,1,0
0.0059367417025674865,0.0,1,0,0,0,0,0,0,0,0,0,1
0.0,0.11952369430265013,0,1,0,0,0,0,0,0,1,0,0
0.0029258023383123524,0.0,1,0,0,0,0,0,0,0,0,1,0
0.004938088621771364,0.0,0,1,0,0,0,0,0,1,0,0,0
0.0,0.07733462193037487,0,1,0,0,0,0,0,0,1,0,0
0.0040846016059928126,0.0,0,0,1,0,0,0,0,0,0,1,0
0.0001054361765883252,0.0,0,0,0,1,0,0,0,0,0,1,0
0.0,0.19616117040288528,0,1,0,0,0,0,0,0,1,0,0
0.00028761833984188864,0.0,0,0,0,1,0,0,0,0,0,0,1
0.018981844320255854,0.0,0,0,1,0,0,1,0,0,0,0,0
0.006796437870308205,0.0,0,0,1,0,0,0,0,0,0,0,1
0.007879880611902371,0.0,1,0,0,0,0,1,0,0,0,0,0
0.010392405269264379,0.0,1,0,0,0,0,0,0,0,0,1,0
0.0023032480128189893,0.0,1,0,0,0,0,0,0,1,0,0,0
0.00020321946483167264,0.0,0,0,1,0,0,0,1,0,0,0,0
0.002348557453885567,0.0,0,0,1,0,0,0,0,0,0,1,0
0.0025945028315198394,0.0,1,0,0,0,0,0,0,0,0,0,1
0.0,0.22574051965876826,0,1,0,0,0,0,0,0,1,0,0
0.004029598506355929,0.0,1,0,0,0,0,0,0,0,0,1,0
0.0028220270013222994,0.0,0,0,1,0,0,0,0,1,0,0,0
0.004981943471294358,0.0,0,0,1,0,0,0,0,0,0,1,0
0.0012089284001302574,0.0,0,0,0,1,0,1,0,0,0,0,0
5.427580386509071e-05,0.0,0,1,0,0,0,0,0,0,0,1,0
0.0,0.1897756279227741,0,1,0,0,0,0,0,0,1,0,0
0.0,0.2118994333457697,0,1,0,0,0,0,0,0,1,0,0
0.009560737126639593,0.0,0,0,0,1,0,0,0,0,0,1,0
0.011663414333855527,0.0,1,0,0,0,0,0,0,0,0,0,1
0.0046461173624594955,0.0,0,0,1,0,0,0,0,1,0,0,0
0.0,0.15907927871882457,0,1,0,0,0,0,0,0,1,0,0
0.005657764070700921,0.0,0,0,1,0,1,0,0,0,0,0,0
0.007448843887927367,0.0,0,0,1,0,0,0,0,0,0,0,1
0.011168581830017494,0.0,0,0,1,0,0,0,1,0,0,0,0
0.006856249806167535,0.0,0,0,1,0,0,0,0,0,0,0,1
0.010419619157322335,0.0,1,0,0,0,0,1,0,0,0,0,0
0.0017018938163153301,0.0,1,0,0,0,0,0,0,0,0,1,0
0.007986065794584036,0.0,1,0,0,0,0,0,1,0,0,0,0
0.0,0.14743929328525587,0,1,0,0,0,0,0,0,1,0,0
0.009840387778474086,0.0,0,1,0,0,0,1,0,0,0,0,0
0.003238691492433828,0.0,0,0,1,0,0,0,0,0,0,1,0
0.018366237297657222,0.0,0,0,1,0,0,0,0,0,0,1,0
0.013535278257554774,0.0,0,0,0,1,0,0,0,0,0,1,0
0.0,0.09977488456165859,0,1,0,0,0,0,0,0,1,0,0
0.0,0.21656482723825524,0,1,0,0,0,0,0,0,1,0,0
0.0006746916626861696,0.0,0,1,0,0,0,0,0,0,0,0,1
0.004490877708244563,0.0,0,0,1,0,0,0,0,0,0,0,1
0.010471452550013497,0.0,1,0,0,0,0,0,0,0,0,1,0
0.01133271186090553,0.0,0,1,0,0,0,0,0,0,0,0,1
0.0,0.19522119849707892,0,1,0,0,0,0,0,0,1,0,0
0.0009473081703397471,0.0,0,0,1,0,0,0,0,0,0,1,0
0.0032535304972105433,0.0,0,1,0,0,0,0,0,0,0,0,1
0.0038580978213030156,0.0,1,0,0,0,0,0,0,0,0,0,1
0.0026583311768651856,0.0,0,0,0,1,0,0,0,1,0,0,0
0.0004191286126070035,0.0,1,0,0,0,1,0,0,0,0,0,0
0.0032767822515863483,0.0,1,0,0,0,0,0,0,0,0,1,0
0.008832106170072296,0.0,0,0,1,0,0,0,0,1,0,0,0
0.004319539850603244,0.0,0,1,0,0,0,0,0,1,0,0,0
0.0027542365222948013,0.0,0,0,1,0,0,0,0,0,0,1,0
0.010238088303715153,0.0,1,0,0,0,0,0,0,1,0,0,0
0.00901526529779543,0.0,0,1,0,0,0,0,0,0,0,0,1
0.0046787371205824135,0.0,0,0,1,0,0,0,0,0,0,1,0
0.0026742339873976574,0.0,0,0,0,1,0,0,0,0,0,0,1
0.01041805601417102,0.0,0,0,1,0,0,0,0,0,0,1,0
0.009043977198040065,0.0,0,0,0,1,0,0,0,0,0,1,0
0.001894985416145777,0.0,0,0,0,1,0,0,0,0,0,1,0
0.011067531138381468,0.0,0,0,0,1,0,0,0,0,0,0,1
0.005182622828505143,0.0,0,0,0,1,0,0,0,0,0,1,0
0.00978694782198852,0.0,1,0,0,0,0,0,0,1,0,0,0
0.0022699878002104615,0.0,0,0,1,0,0,0,0,0,0,1,0
0.0,0.1196975891052243,0,1,0,0,0,0,0,0,1,0,0
0.005415683130301843,0.0,0,0,0,1,1,0,0,0,0,0,0
0.009555352966896176,0.0,0,1,0,0,1,0,0,0,0,0,0
0.004273318576031733,0.0,0,1,0,0,0,0,0,0,0,0,1
0.003878407827109333,0.0,0,0,1,0,1,0,0,0,0,0,0
0.016144598383529784,0.0,0,0,1,0,0,0,0,0,0,1,0
