Debit,Credit,payment_type_imps,payment_type_neft,payment_type_pos,payment_type_upi,category_food,category_medical,category_others,category_recharge,category_salary,category_shopping,category_travel,cluster_label,is_anomaly
0.0059677766072175,0.0,0,1,0,0,1,0,0,0,0,0,0,8,0
0.0099665790224604,0.0,0,1,0,0,1,0,0,0,0,0,0,8,0
6.779047902749829e-05,0.0,1,0,0,0,0,0,0,0,0,1,0,2,0
0.0102426908918829,0.0,1,0,0,0,0,0,0,0,0,0,1,18,0
0.0,0.1253593532178645,0,1,0,0,0,0,0,0,1,0,0,0,0
0.0144474374173114,0.0,1,0,0,0,0,1,0,0,0,0,0,10,0
0.0003488523017624,0.0,0,0,1,0,0,0,0,0,0,1,0,1,0
0.0087668775089872,0.0,1,0,0,0,0,0,0,0,0,1,0,2,0
0.0010049273637229,0.0,0,0,1,0,0,0,0,1,0,0,0,19,0
0.0011495181052195,0.0,0,0,0,1,0,0,0,0,0,0,1,17,0
0.0040981379914767,0.0,0,1,0,0,0,0,0,0,0,1,0,3,0
0.0042377136486962,0.0,1,0,0,0,0,1,0,0,0,0,0,10,0
0.0024653915492855,0.0,0,1,0,0,0,0,0,0,0,0,1,20,0
0.0053117015452571,0.0,0,1,0,0,0,0,0,0,0,1,0,3,0
0.0031808769061567,0.0,0,0,1,0,0,0,0,0,0,0,1,11,0
0.0100755322711392,0.0,1,0,0,0,0,0,0,0,0,1,0,2,0
0.0016429720036393,0.0,0,1,0,0,0,0,0,0,0,1,0,3,0
0.0,0.1550264331849561,0,1,0,0,0,0,0,0,1,0,0,0,0
0.0060738206728091,0.0,0,1,0,0,0,0,0,0,0,1,0,3,0
0.0028689430061832,0.0,0,0,0,1,1,0,0,0,0,0,0,15,0
0.0073769393029668,0.0,0,1,0,0,1,0,0,0,0,0,0,8,0
0.0011953051733601,0.0,1,0,0,0,0,0,0,0,0,1,0,2,0
0.0024962961920063,0.0,1,0,0,0,1,0,0,0,0,0,0,12,0
0.0056192933809213,0.0,0,0,1,0,0,0,0,1,0,0,0,19,0
0.0004673363815999,0.0,0,0,1,0,0,0,1,0,0,0,0,16,0
0.0,0.1107208574047736,0,1,0,0,0,0,0,0,1,0,0,0,0
0.0,0.2257405196587682,0,1,0,0,0,0,0,0,1,0,0,0,0
0.0065398652902771,0.0,0,0,0,1,0,1,0,0,0,0,0,6,0
0.0124278021900091,0.0,0,1,0,0,0,0,0,0,0,0,1,20,0
0.0,0.1337517357168723,0,1,0,0,0,0,0,0,1,0,0,0,0
0.0049030264524745,0.0,0,0,0,1,0,0,0,0,0,1,0,4,0
0.0125731202272775,0.0,1,0,0,0,1,0,0,0,0,0,0,12,0
0.0102731613281727,0.0,0,1,0,0,0,0,0,0,0,0,1,20,0
0.0005433442173326,0.0,0,1,0,0,0,0,0,0,0,1,0,3,0
0.0,0.1100190117151048,0,1,0,0,0,0,0,0,1,0,0,0,0
0.0051947371879278,0.0,0,0,0,1,0,0,0,0,0,1,0,4,0
0.0052736867722299,0.0,1,0,0,0,1,0,0,0,0,0,0,12,0
0.0026060093019392,0.0,1,0,0,0,0,0,0,0,0,1,0,2,0
0.0025697530649573,0.0,0,1,0,0,0,1,0,0,0,0,0,21,0
0.0038412180463009,0.0,0,0,1,0,0,1,0,0,0,0,0,9,0
0.0048556762411826,0.0,0,0,1,0,0,0,0,0,0,1,0,1,0
0.0036551714458122,0.0,0,0,0,1,0,0,0,0,0,0,1,17,0
0.0055608600504801,0.0,1,0,0,0,0,1,0,0,0,0,0,10,0
0.0061809936751211,0.0,0,0,1,0,1,0,0,0,0,0,0,5,0
0.0,0.1474392932852558,0,1,0,0,0,0,0,0,1,0,0,0,0
0.0,0.1897756279227741,0,1,0,0,0,0,0,0,1,0,0,0,0
0.0049984433156693,0.0,0,0,1,0,0,0,0,0,0,1,0,1,0
0.0002880742565943,0.0,0,0,0,1,0,0,0,1,0,0,0,14,0
0.0032749043087726,0.0,0,1,0,0,1,0,0,0,0,0,0,8,0
0.0017435450682014,0.0,0,0,0,1,0,0,0,0,0,1,0,4,0
0.0016528827654251,0.0,0,1,0,0,0,0,0,0,0,1,0,3,0
0.00199109700963,0.0,0,0,0,1,1,0,0,0,0,0,0,15,0
0.003252835766921,0.0,0,0,1,0,0,0,0,1,0,0,0,19,0
0.0,0.2118994333457697,0,1,0,0,0,0,0,0,1,0,0,0,0
0.0053960244341419,0.0,0,1,0,0,0,0,0,0,0,1,0,3,0
0.0189410180605885,0.0,1,0,0,0,0,0,0,1,0,0,0,22,0
0.0039169545030143,0.0,1,0,0,0,0,0,0,0,0,0,1,18,0
0.0050696640255011,0.0,0,1,0,0,0,0,0,0,0,1,0,3,0
0.0034311752032609,0.0,0,0,1,0,0,0,0,0,0,0,1,11,0
0.0100220054733674,0.0,0,0,1,0,0,0,0,0,0,1,0,1,0
0.0074201862634866,0.0,0,0,1,0,0,0,0,0,0,1,0,1,0
0.0020147286946329,0.0,0,0,0,1,0,0,0,0,0,0,1,17,0
0.0058670407152439,0.0,1,0,0,0,0,0,0,0,0,1,0,2,0
0.0,0.2287186639803314,0,1,0,0,0,0,0,0,1,0,0,0,0
0.0024726753621642,0.0,0,0,1,0,0,0,0,0,0,0,1,11,0
0.0,0.1590792787188245,0,1,0,0,0,0,0,0,1,0,0,0,0
0.0032760983764576,0.0,1,0,0,0,0,0,0,1,0,0,0,22,0
0.0056009047385718,0.0,1,0,0,0,0,1,0,0,0,0,0,10,0
0.0046396476866387,0.0,1,0,0,0,0,0,0,0,0,0,1,18,0
0.0044901395573119,0.0,1,0,0,0,1,0,0,0,0,0,0,12,0
0.004712854890892,0.0,0,0,1,0,0,0,0,0,0,1,0,1,0
0.0024894682958801,0.0,1,0,0,0,0,0,0,0,0,0,1,18,0
0.0009364421544059,0.0,1,0,0,0,0,0,0,1,0,0,0,22,0
0.0,0.1195236943026501,0,1,0,0,0,0,0,0,1,0,0,0,0
0.0060682736856541,0.0,0,0,0,1,0,0,0,0,0,1,0,4,0
0.0013139846460915,0.0,0,1,0,0,0,0,0,0,0,1,0,3,0
0.0,0.0947366351465365,0,1,0,0,0,0,0,0,1,0,0,0,0
0.0023416752819554,0.0,0,0,0,1,0,0,0,0,0,1,0,4,0
0.0041072888920084,0.0,1,0,0,0,1,0,0,0,0,0,0,12,0
0.0093400517081241,0.0,0,0,1,0,0,0,1,0,0,0,0,16,0
0.007258900284721,0.0,1,0,0,0,0,0,0,0,0,0,1,18,0
0.0054543926336184,0.0,0,0,1,0,1,0,0,0,0,0,0,5,0
0.0078996587148308,0.0,0,0,0,1,0,0,0,0,0,1,0,4,0
0.0070613146483306,0.0,0,1,0,0,0,0,0,0,0,1,0,3,0
0.0,0.0680273334430489,0,1,0,0,0,0,0,0,1,0,0,0,0
0.0015236303661008,0.0,0,1,0,0,1,0,0,0,0,0,0,8,0
0.0029955576014397,0.0,0,0,0,1,1,0,0,0,0,0,0,15,0
0.0,0.1171345990420589,0,1,0,0,0,0,0,0,1,0,0,0,0
0.0098043486447076,0.0,0,1,0,0,1,0,0,0,0,0,0,8,0
0.0055887578136668,0.0,0,0,1,0,0,0,0,0,0,1,0,1,0
0.013778401293388,0.0,0,0,0,1,0,0,0,0,0,0,1,17,0
0.0052380275690906,0.0,0,0,0,1,0,0,1,0,0,0,0,7,0
0.0128496445928094,0.0,0,1,0,0,1,0,0,0,0,0,0,8,0
0.0,0.1501761781509953,0,1,0,0,0,0,0,0,1,0,0,0,0
0.0118774238284955,0.0,0,0,0,1,0,0,0,0,0,0,1,17,0
0.0229449875323593,0.0,0,1,0,0,0,0,0,0,0,1,0,3,0
0.0027445320085637,0.0,0,0,1,0,0,0,1,0,0,0,0,16,0
0.0049445800079136,0.0,0,0,0,1,0,0,0,0,0,0,1,17,0
0.0,0.1779883802239624,0,1,0,0,0,0,0,0,1,0,0,0,0
0.0059746804894691,0.0,0,0,1,0,0,1,0,0,0,0,0,9,0
0.0034841049671902,0.0,0,1,0,0,1,0,0,0,0,0,0,8,0
0.0009366918231037,0.0,1,0,0,0,0,0,0,0,0,1,0,2,0
0.0040210880603098,0.0,0,0,1,0,0,0,0,0,0,0,1,11,0
0.0099847179961121,0.0,1,0,0,0,1,0,0,0,0,0,0,12,0
0.0032638428999449,0.0,1,0,0,0,0,0,0,1,0,0,0,22,0
0.0031478012312813,0.0,1,0,0,0,0,0,0,0,0,1,0,2,0
0.0052026506001313,0.0,0,1,0,0,1,0,0,0,0,0,0,8,0
0.008119540851449,0.0,1,0,0,0,0,0,0,0,0,1,0,2,0
0.0071099349134329,0.0,0,0,1,0,0,0,0,0,0,1,0,1,0
0.0120844100341154,0.0,0,0,0,1,0,0,1,0,0,0,0,7,0
0.0066937154839131,0.0,0,0,0,1,0,0,0,0,0,0,1,17,0
0.0064394659082875,0.0,1,0,0,0,0,0,0,0,0,0,1,18,0
0.0,0.1032606137123571,0,1,0,0,0,0,0,0,1,0,0,0,0
0.001398654900121,0.0,0,0,1,0,0,0,0,0,0,0,1,11,0
0.0099850327957745,0.0,1,0,0,0,0,0,0,0,0,1,0,2,0
0.0035132510738657,0.0,1,0,0,0,0,0,1,0,0,0,0,23,0
0.009993760345036,0.0,0,1,0,0,0,0,0,0,0,1,0,3,0
0.008551728222466,0.0,0,0,1,0,0,0,0,0,0,1,0,1,0
0.0078352550459644,0.0,0,1,0,0,0,0,1,0,0,0,0,13,0
0.0066108146210895,0.0,0,0,0,1,1,0,0,0,0,0,0,15,0
0.0096705153675371,0.0,0,1,0,0,0,1,0,0,0,0,0,21,0
0.0,0.1196975891052243,0,1,0,0,0,0,0,0,1,0,0,0,0
0.0067854307372843,0.0,0,1,0,0,1,0,0,0,0,0,0,8,0
0.0013576549578813,0.0,0,0,0,1,0,0,0,0,0,1,0,4,0
0.0054188636924083,0.0,1,0,0,0,0,0,0,0,0,0,1,18,0
0.0067781577795664,0.0,0,0,1,0,0,0,0,1,0,0,0,19,0
0.0,0.1104529654116188,0,1,0,0,0,0,0,0,1,0,0,0,0
5.427580386509071e-05,0.0,0,0,0,1,0,0,0,0,0,1,0,4,0
0.0193631644078904,0.0,0,0,1,0,0,0,0,0,0,1,0,1,0
0.0014181073482263,0.0,0,1,0,0,1,0,0,0,0,0,0,8,0
0.0180867277629127,0.0,1,0,0,0,0,0,1,0,0,0,0,23,0
0.0075544863125703,0.0,0,0,0,1,0,0,0,0,0,1,0,4,0
0.0040894864283406,0.0,0,0,1,0,0,0,0,0,0,1,0,1,0
0.0,0.0997748845616585,0,1,0,0,0,0,0,0,1,0,0,0,0
0.0045651487182535,0.0,0,1,0,0,1,0,0,0,0,0,0,8,0
0.0015916053828614,0.0,0,0,1,0,1,0,0,0,0,0,0,5,0
0.0053811202984005,0.0,0,0,1,0,0,1,0,0,0,0,0,9,0
0.0043550036608486,0.0,0,0,1,0,0,0,0,0,0,1,0,1,0
0.0054746592187816,0.0,0,0,1,0,0,0,0,1,0,0,0,19,0
0.0071557219815735,0.0,0,0,1,0,0,0,0,0,0,1,0,1,0
0.0092360484127578,0.0,0,1,0,0,0,0,1,0,0,0,0,13,0
0.0025694925410988,0.0,1,0,0,0,1,0,0,0,0,0,0,12,0
0.0014964273332036,0.0,0,0,0,1,0,0,0,0,0,0,1,17,0
0.0045852741863267,0.0,0,0,1,0,1,0,0,0,0,0,0,5,0
0.0026332340451579,0.0,0,0,0,1,0,0,0,1,0,0,0,14,0
0.0032596636630472,0.0,0,1,0,0,0,0,0,1,0,0,0,24,0
0.0023490459361203,0.0,0,0,1,0,0,0,0,0,0,1,0,1,0
0.0057040070555939,0.0,1,0,0,0,0,0,0,0,0,1,0,2,0
5.427580386509071e-05,0.0,1,0,0,0,0,0,1,0,0,0,0,23,0
0.0016021891646151,0.0,0,1,0,0,0,0,0,0,0,0,1,20,0
0.0016506683126274,0.0,0,1,0,0,0,0,0,0,0,1,0,3,0
0.0049331603787804,0.0,0,1,0,0,0,0,0,0,0,1,0,3,0
6.098429322281592e-05,0.0,0,0,0,1,0,0,0,0,0,1,0,4,0
0.0069352428111127,0.0,0,1,0,0,0,0,0,0,0,1,0,3,0
0.0,0.1822354866183641,0,1,0,0,0,0,0,0,1,0,0,0,0
0.0035222717124681,0.0,1,0,0,0,0,0,0,0,0,0,1,18,0
0.0095354446020384,0.0,1,0,0,0,0,0,0,0,0,0,1,18,0
0.0046576346880396,0.0,0,0,1,0,0,0,0,0,0,1,0,1,0
0.000413147419021,0.0,0,1,0,0,0,1,0,0,0,0,0,21,0
0.0021623805914675,0.0,0,1,0,0,0,0,0,0,0,1,0,3,0
0.0,0.1102884703281026,0,1,0,0,0,0,0,0,1,0,0,0,0
0.0035214358650886,0.0,0,1,0,0,0,1,0,0,0,0,0,21,0
0.0016344615575933,0.0,0,1,0,0,1,0,0,0,0,0,0,8,0
0.0011608617482273,0.0,1,0,0,0,0,0,0,1,0,0,0,22,0
0.0,0.1924435815154211,0,1,0,0,0,0,0,0,1,0,0,0,0
0.01530106555018,0.0,0,1,0,0,0,0,0,0,0,0,1,20,0
0.0029617003549887,0.0,0,0,0,1,0,0,0,0,0,1,0,4,0
0.0002892466139578,0.0,0,0,0,1,0,0,0,0,0,1,0,4,0
0.0081094455519301,0.0,0,0,1,0,0,0,0,0,0,0,1,11,0
0.0017134654176993,0.0,0,0,0,1,1,0,0,0,0,0,0,15,0
0.0110462550232663,0.0,0,1,0,0,0,1,0,0,0,0,0,21,0
0.0028564161506512,0.0,0,1,0,0,0,0,0,0,0,1,0,3,0
0.0003540193582904,0.0,0,1,0,0,0,0,0,0,0,0,1,20,0
0.0052945069705926,0.0,0,0,0,1,0,0,0,0,0,1,0,4,0
0.0091128531931448,0.0,0,0,1,0,1,0,0,0,0,0,0,5,0
0.0115428026425065,0.0,0,0,1,0,0,1,0,0,0,0,0,9,0
0.0018947900232518,0.0,0,1,0,0,1,0,0,0,0,0,0,8,0
0.0017614452283161,0.0,0,1,0,0,1,0,0,0,0,0,0,8,0
0.0191044207957047,0.0,0,0,1,0,0,0,0,1,0,0,0,19,0
0.0023499577696252,0.0,0,1,0,0,0,0,0,0,0,1,0,3,0
0.0204941527536704,0.0,0,0,0,1,0,0,0,0,0,0,1,17,0
0.0,0.0773346219303748,0,1,0,0,0,0,0,0,1,0,0,0,0
0.0,0.2165648272382552,0,1,0,0,0,0,0,0,1,0,0,0,0
0.0085493400870959,0.0,1,0,0,0,0,0,0,0,0,1,0,2,0
0.0080361080857476,0.0,0,0,0,1,0,0,1,0,0,0,0,7,0
0.0055397467627766,0.0,0,0,1,0,1,0,0,0,0,0,0,5,0
0.0,0.1104529654116188,0,1,0,0,0,0,0,0,1,0,0,0,0
0.0036476596745572,0.0,0,0,0,1,0,0,0,0,0,0,1,17,0
0.0073923102106214,0.0,1,0,0,0,0,0,0,0,0,0,1,18,0
0.0184581913645654,0.0,0,0,0,1,0,0,0,0,0,1,0,4,0
0.0,0.223185362694818,0,1,0,0,0,0,0,0,1,0,0,0,0
0.0068957951568636,0.0,0,0,1,0,0,0,0,0,0,0,1,11,0
0.0091172061126148,0.0,0,0,1,0,0,0,0,0,0,1,0,1,0
0.0063141864978061,0.0,0,1,0,0,0,0,0,0,0,1,0,3,0
0.0031051295942826,0.0,0,0,1,0,0,0,0,1,0,0,0,19,0
0.0047015872340096,0.0,0,1,0,0,0,1,0,0,0,0,0,21,0
0.0036971483525214,0.0,0,0,1,0,0,0,0,0,0,1,0,1,0
0.0020351038314038,0.0,1,0,0,0,0,0,0,0,0,0,1,18,0
0.0,0.1558269759247345,0,1,0,0,0,0,0,0,1,0,0,0,0
0.0014961342438627,0.0,0,0,1,0,0,0,0,0,0,1,0,1,0
0.0068357878281103,0.0,1,0,0,0,0,0,0,0,0,1,0,2,0
0.0267556700114058,0.0,0,0,1,0,0,0,0,0,0,0,1,11,0
0.005078467560888,0.0,0,0,1,0,0,0,0,0,0,1,0,1,0
0.0097590609139626,0.0,1,0,0,0,0,0,1,0,0,0,0,23,0
0.0019790803466543,0.0,0,1,0,0,0,0,0,0,0,0,1,20,0
0.0077549702768872,0.0,0,0,0,1,0,1,0,0,0,0,0,6,0
0.0055508298819259,0.0,0,0,1,0,0,0,0,0,0,1,0,1,0
0.0,0.2287186639803314,0,1,0,0,0,0,0,0,1,0,0,0,0
0.0009214294670568,0.0,0,1,0,0,0,0,0,0,0,1,0,3,0
0.0071687915951442,0.0,0,0,1,0,0,0,0,1,0,0,0,19,0
0.0114217784550481,0.0,0,0,0,1,0,0,0,0,0,0,1,17,0
0.0029072942891943,0.0,0,0,1,0,0,0,0,0,0,0,1,11,0
0.0064147921278504,0.0,0,1,0,0,0,0,0,0,0,1,0,3,0
0.0,0.1171345990420589,0,1,0,0,0,0,0,0,1,0,0,0,0
0.0006034818080151,0.0,0,1,0,0,0,0,0,0,0,1,0,3,0
0.0,0.1107208574047736,0,1,0,0,0,0,0,0,1,0,0,0,0
0.0081471780907771,0.0,1,0,0,0,1,0,0,0,0,0,0,12,0
0.0100355852794944,0.0,0,0,1,0,0,0,0,1,0,0,0,19,0
0.0040282741767416,0.0,1,0,0,0,0,0,0,0,0,0,1,18,0
5.427580386509071e-05,0.0,1,0,0,0,0,0,0,0,0,1,0,2,0
0.0028291262764678,0.0,0,1,0,0,0,0,0,0,0,1,0,3,0
0.0072785806912025,0.0,0,0,1,0,0,0,0,0,0,0,1,11,0
0.0016901376771981,0.0,0,0,1,0,0,0,0,0,0,1,0,1,0
0.0053198103503545,0.0,0,1,0,0,0,0,0,0,0,0,1,20,0
0.0056961479191943,0.0,0,0,1,0,0,0,0,0,0,1,0,1,0
0.0082593119015624,0.0,0,0,0,1,1,0,0,0,0,0,0,15,0
0.0031380858623894,0.0,0,0,1,0,0,0,0,1,0,0,0,19,0
0.0072169342331726,0.0,0,0,0,1,1,0,0,0,0,0,0,15,0
0.0021075945950461,0.0,1,0,0,0,0,0,0,0,0,0,1,18,0
0.005503045464203,0.0,0,0,1,0,0,0,0,0,0,1,0,1,0
0.0018939650310331,0.0,0,0,1,0,0,0,0,0,0,1,0,1,0
0.010352773077282,0.0,0,1,0,0,0,0,0,0,0,0,1,20,0
0.0089177642437321,0.0,0,1,0,0,1,0,0,0,0,0,0,8,0
0.009401893559048,0.0,1,0,0,0,0,0,0,0,0,1,0,2,0
0.0055962912952433,0.0,0,1,0,0,0,1,0,0,0,0,0,21,0
0.0055882584762712,0.0,1,0,0,0,0,0,0,0,0,0,1,18,0
0.0033233183258202,0.0,0,0,1,0,0,0,0,0,0,1,0,1,0
0.0077715352522268,0.0,1,0,0,0,0,0,0,0,0,1,0,2,0
0.0079818865576864,0.0,0,0,0,1,1,0,0,0,0,0,0,15,0
0.0094926535582712,0.0,0,0,0,1,0,0,0,0,0,0,1,17,0
0.0027315383811184,0.0,1,0,0,0,0,0,0,0,0,1,0,2,0
0.0014126580575182,0.0,0,0,1,0,0,0,0,0,0,0,1,11,0
0.0100977527852415,0.0,0,1,0,0,1,0,0,0,0,0,0,8,0
0.0014478396335836,0.0,1,0,0,0,0,0,1,0,0,0,0,23,0
0.0094407116139723,0.0,1,0,0,0,1,0,0,0,0,0,0,12,0
0.0,0.0680273334430489,0,1,0,0,0,0,0,0,1,0,0,0,0
0.005625285429668,0.0,1,0,0,0,0,0,0,1,0,0,0,22,0
0.004736812230718,0.0,0,0,1,0,0,0,1,0,0,0,0,16,0
0.0080734715491283,0.0,1,0,0,0,0,0,0,0,0,0,1,18,0
0.0008112495852107,0.0,1,0,0,0,0,0,1,0,0,0,0,23,0
0.0095727537896153,0.0,0,0,1,0,0,0,0,0,0,1,0,1,0
0.0085193689882016,0.0,0,0,1,0,0,0,0,0,0,1,0,1,0
0.0026956837850851,0.0,0,1,0,0,0,0,0,0,0,1,0,3,0
0.007646418669157,0.0,0,0,1,0,0,0,0,0,0,1,0,1,0
0.0033082947833104,0.0,1,0,0,0,0,0,0,0,0,1,0,2,0
0.0049910183857006,0.0,1,0,0,0,0,0,1,0,0,0,0,23,0
0.006647711312557,0.0,1,0,0,0,0,0,0,0,0,0,1,18,0
0.0133534000388028,0.0,0,1,0,0,0,0,0,0,0,1,0,3,0
0.0103874227504695,0.0,1,0,0,0,0,0,0,0,0,1,0,2,0
0.0,0.1102884703281026,0,1,0,0,0,0,0,0,1,0,0,0,0
0.0,0.1779883802239624,0,1,0,0,0,0,0,0,1,0,0,0,0
0.0057658489065178,0.0,0,1,0,0,0,0,0,0,0,1,0,3,0
0.0089338081713547,0.0,0,1,0,0,0,0,0,0,0,1,0,3,0
0.0059367417025674,0.0,1,0,0,0,0,0,0,0,0,0,1,18,0
0.0,0.1195236943026501,0,1,0,0,0,0,0,0,1,0,0,0,0
0.0029258023383123,0.0,1,0,0,0,0,0,0,0,0,1,0,2,0
0.0049380886217713,0.0,0,1,0,0,0,0,0,1,0,0,0,24,0
0.0,0.0773346219303748,0,1,0,0,0,0,0,0,1,0,0,0,0
0.0040846016059928,0.0,0,0,1,0,0,0,0,0,0,1,0,1,0
0.0001054361765883,0.0,0,0,0,1,0,0,0,0,0,1,0,4,0
0.0,0.1961611704028852,0,1,0,0,0,0,0,0,1,0,0,0,0
0.0002876183398418,0.0,0,0,0,1,0,0,0,0,0,0,1,17,0
0.0189818443202558,0.0,0,0,1,0,0,1,0,0,0,0,0,9,0
0.0067964378703082,0.0,0,0,1,0,0,0,0,0,0,0,1,11,0
0.0078798806119023,0.0,1,0,0,0,0,1,0,0,0,0,0,10,0
0.0103924052692643,0.0,1,0,0,0,0,0,0,0,0,1,0,2,0
0.0023032480128189,0.0,1,0,0,0,0,0,0,1,0,0,0,22,0
0.0002032194648316,0.0,0,0,1,0,0,0,1,0,0,0,0,16,0
0.0023485574538855,0.0,0,0,1,0,0,0,0,0,0,1,0,1,0
0.0025945028315198,0.0,1,0,0,0,0,0,0,0,0,0,1,18,0
0.0,0.2257405196587682,0,1,0,0,0,0,0,0,1,0,0,0,0
0.0040295985063559,0.0,1,0,0,0,0,0,0,0,0,1,0,2,0
0.0028220270013222,0.0,0,0,1,0,0,0,0,1,0,0,0,19,0
0.0049819434712943,0.0,0,0,1,0,0,0,0,0,0,1,0,1,0
0.0012089284001302,0.0,0,0,0,1,0,1,0,0,0,0,0,6,0
5.427580386509071e-05,0.0,0,1,0,0,0,0,0,0,0,1,0,3,0
0.0,0.1897756279227741,0,1,0,0,0,0,0,0,1,0,0,0,0
0.0,0.2118994333457697,0,1,0,0,0,0,0,0,1,0,0,0,0
0.0095607371266395,0.0,0,0,0,1,0,0,0,0,0,1,0,4,0
0.0116634143338555,0.0,1,0,0,0,0,0,0,0,0,0,1,18,0
0.0046461173624594,0.0,0,0,1,0,0,0,0,1,0,0,0,19,0
0.0,0.1590792787188245,0,1,0,0,0,0,0,0,1,0,0,0,0
0.0056577640707009,0.0,0,0,1,0,1,0,0,0,0,0,0,5,0
0.0074488438879273,0.0,0,0,1,0,0,0,0,0,0,0,1,11,0
0.0111685818300174,0.0,0,0,1,0,0,0,1,0,0,0,0,16,0
0.0068562498061675,0.0,0,0,1,0,0,0,0,0,0,0,1,11,0
0.0104196191573223,0.0,1,0,0,0,0,1,0,0,0,0,0,10,0
0.0017018938163153,0.0,1,0,0,0,0,0,0,0,0,1,0,2,0
0.007986065794584,0.0,1,0,0,0,0,0,1,0,0,0,0,23,0
